t_real_s,vehicle_id,x,y,speed
11,veh_19,290.2580056772153,98.09757201962398,2.4429564647840696
11,veh_24,230.75527988724926,74.74651048226579,2.4430870886534706
11,veh_26,287.17555340485677,69.6321941801103,11.721309616616917
11,veh_b6225d26-18b8-45d5-aa96-ca2f142692cf,274.94124580481974,57.85042042208115,2.7374238737989014
12,veh_1,293.68567533819447,113.56754416853373,1.7322263706624608
12,veh_10,300.07598796060654,133.04612377519342,19.24970900731285
12,veh_17,291.1833611910212,22.131134421426538,10.668108268145673
12,veh_18,291.36781373795975,11.376914891642192,5.507176924611796
12,veh_19,290.26647820178215,98.35428951399986,2.5670872956164867
12,veh_24,230.49560458982967,74.74480718574128,2.596752974195792
12,veh_26,287.19544274341183,68.46438614203689,11.679461584800533
12,veh_b6225d26-18b8-45d5-aa96-ca2f142692cf,274.9419800609883,57.5580568923465,2.9239646393214724
13,veh_1,293.74564222943604,113.75033176185369,1.9237132107946149
13,veh_10,300.67559292642954,134.8738047901049,19.23508072754796
13,veh_17,291.1650975669635,23.19596668200468,10.65084172634111
13,veh_18,291.3584444220716,11.923178315908308,5.4639265620940085
13,veh_19,290.2753407364116,98.6228243132703,2.685256309913498
13,veh_24,230.22175598507724,74.74301092178644,2.738486047524346
13,veh_26,287.2152619761887,67.30069438420139,11.638293913964452
13,veh_b6225d26-18b8-45d5-aa96-ca2f142692cf,274.9427601596753,57.24743995047931,3.1065193227696377
14,veh_1,293.81158490168593,113.95133438360178,2.115413808114837
14,veh_10,301.2747524825786,136.70012813313016,19.2207921683734
14,veh_17,291.146861628151,24.259184797320643,10.634696455064786
14,veh_18,291.3491156917055,12.467075464287396,5.440258205220703
14,veh_19,290.2845740150115,98.90259265484801,2.7975878976454753
14,veh_24,229.93510640797356,74.74113069200222,2.8664957710366727
14,veh_26,287.2350119945724,66.1410665686842,11.597649684226475
14,veh_b6225d26-18b8-45d5-aa96-ca2f142692cf,274.9435849190436,56.919040176117555,3.2843676797391232
15,veh_1,293.8834859215464,114.17049889430838,2.30655514920872
15,veh_10,301.87347657030483,138.5251241066133,19.206822520448352
15,veh_17,291.12865164909533,25.320889369296076,10.619557441003364
15,veh_18,291.33980502554397,13.009919407249942,5.42972365944085
15,veh_19,290.29415939266084,99.1930295976229,2.9042702671575844
15,veh_24,229.63720324439902,74.73917664620654,2.9790316357455016
15,veh_26,287.2546934353999,64.98546530343043,11.557379419261785
15,veh_b6225d26-18b8-45d5-aa96-ca2f142692cf,274.9444529705064,56.57340250837165,3.456766031740742
16,veh_1,293.9613057083164,114.40770464638001,2.4964267576841808
16,veh_10,302.4717745082567,140.34882111511686,19.19315181093132
16,veh_17,291.11046608527846,26.381170448660576,10.605319147274962
16,veh_18,291.33049718564394,13.55259856942197,5.428075461706476
16,veh_19,290.3017094486812,99.49365012127451,3.005547852745964
16,veh_24,229.329756824963,74.73716000302599,3.0744641943601954
16,veh_26,287.2743066917776,63.83386750708717,11.517339995125448
16,veh_b6225d26-18b8-45d5-aa96-ca2f142692cf,274.94536275868677,56.21114626171505,3.622970541361896
17,veh_1,294.0449827751091,114.66276421906143,2.684325892118869
17,veh_10,303.06965501706367,142.17124574035708,19.179760855624046
17,veh_17,291.09230355792806,27.440108422595273,10.5918849155332
17,veh_18,291.3211818829045,14.095712840862983,5.432427583753515
17,veh_19,290.3059995983688,99.80397094867747,3.1017100952997754
17,veh_24,229.0146199834406,74.73509291581267,3.151368415223878
17,veh_26,287.29385192221275,62.6862638728567,11.477393649973877
17,veh_b6225d26-18b8-45d5-aa96-ca2f142692cf,274.9463125479625,55.8329625200929,3.7822634330385627
18,veh_1,294.1344331542519,114.93542166697218,2.8695313781459957
18,veh_10,304.54340865524773,142.16868787340732,19.16663121377405
18,veh_17,291.07416283974396,28.497774846927186,10.579166411344518
18,veh_18,291.31185226924305,14.639661488407656,5.4407733187103675
18,veh_19,290.31041612384246,100.12343295793873,3.1930777817361813
18,veh_24,228.69375983543438,74.73298828753117,3.208601480062288
18,veh_26,287.3133290582048,61.54265842276771,11.437407079778176
18,veh_b6225d26-18b8-45d5-aa96-ca2f142692cf,274.9473004359485,55.43960876852381,3.9339806212366697
19,veh_1,294.2295495363638,115.22534989589262,3.051294423359726
19,veh_10,306.3627529387997,141.60623487749837,19.15374514534417
19,veh_17,291.0560428415481,29.554233224499775,10.567083085821888
19,veh_18,291.3025039282757,15.184702002461494,5.451694566878689
19,veh_19,290.3149528599501,100.45159020305644,3.279988161109328
19,veh_24,228.3692231099726,74.730859543357,3.245367254617798
19,veh_26,287.3327378104218,60.40306814502591,11.397250607433005
19,veh_b6225d26-18b8-45d5-aa96-ca2f142692cf,274.94832437378034,55.03190081652362,4.077538795282418
20,veh_1,294.33020048278297,115.5321482621315,3.2288409703540295
20,veh_10,308.26716314312085,141.41363827464994,19.141085570572614
20,veh_17,291.03794259986165,30.60953972944686,10.555561634531017
20,veh_18,291.2931341795228,15.730990664236145,5.464178996884851
20,veh_19,290.31960411017207,100.7880306357803,3.3627800472817344
20,veh_24,228.04309697956614,74.72872037374789,3.261261304064583
20,veh_26,287.3520776735687,59.26752270817106,11.35679741460047
20,veh_b6225d26-18b8-45d5-aa96-ca2f142692cf,274.9493821925235,54.6107022828428,4.212459808973182
21,veh_1,294.4362299805113,115.85534121593365,3.4013826845271984
21,veh_10,310.170334701449,141.22116693841153,19.128636031660537
21,veh_17,291.01986126543443,31.663743875983513,10.544535442528913
21,veh_18,291.2837415871849,16.278611185783518,5.477500745451373
21,veh_19,290.3243646297029,101.13237488184706,3.441780022379109
21,veh_24,227.7174676595815,74.72658446288335,3.256293199846533
21,veh_26,287.371347930039,58.13606424666992,11.31592282726629
21,veh_b6225d26-18b8-45d5-aa96-ca2f142692cf,274.95047163450846,54.17691211835958,4.338390301230709
22,veh_1,294.54745754741054,116.1943786221323,3.568134605920414
22,veh_10,312.07228693177467,141.02881891511825,19.11638065643677
22,veh_17,291.0017980927558,32.71688912994729,10.53394401173142
22,veh_18,291.2743256067589,16.82759531352003,5.4911400332859435
22,veh_19,290.3292295922589,101.48427384006138,3.517290670927138
22,veh_24,227.39437903616485,74.72446521729148,3.230886234166291
22,veh_26,287.3905476524281,57.008747213336676,11.274503647387156
22,veh_b6225d26-18b8-45d5-aa96-ca2f142692cf,274.95159038797016,53.731450813539546,4.455114851917216
23,veh_1,294.66367903948117,116.54863822085096,3.7283376717637733
23,veh_10,313.9730376277471,140.83659240526475,19.10430412386039
23,veh_17,290.9837524305737,33.76901346158477,10.523732373227492
23,veh_18,291.2648863271572,17.37793786353695,5.504727469769473
23,veh_19,290.3667660419805,101.84119872853289,3.5895815226260925
23,veh_24,227.07579327610122,74.72237550747592,3.18585760063649
23,veh_26,287.40967570497645,55.88563829461247,11.2324175242246
23,veh_b6225d26-18b8-45d5-aa96-ca2f142692cf,274.95273612310115,53.27524604285321,4.562561612890895
24,veh_1,294.7846682511829,116.91743050550593,3.881284156895925
24,veh_10,315.87260311024585,140.64448575828962,19.092391631232235
24,veh_17,290.9657237134334,34.82014983885367,10.513850492294612
24,veh_18,291.2554242806015,17.929607805479996,5.518004529300228
24,veh_19,290.41112505375355,102.2046014019042,3.6588830926088565
24,veh_24,226.7635548905059,74.7203274321977,3.122383855953087
24,veh_26,287.4287307440002,54.766816385268946,11.189542360034077
24,veh_b6225d26-18b8-45d5-aa96-ca2f142692cf,274.95390652756276,52.80921852516518,4.66080014804621
25,veh_1,294.9101793312686,117.30000608661167,4.0263438351214145
25,veh_10,317.77099827584806,140.45249746767382,19.080628862995745
25,veh_17,290.9477114542301,35.87032666164524,10.504252677460839
25,veh_18,291.24594030158806,18.482556485342748,5.530794933663865
25,veh_19,290.45629030051987,102.57460900041302,3.725384113884625
25,veh_24,226.45935921690105,74.71833211173876,3.041956736048541
25,veh_26,287.44771121736096,53.652372619537324,11.145755745743996
25,veh_b6225d26-18b8-45d5-aa96-ca2f142692cf,274.95509933963467,52.33426882428803,4.750032030607555
26,veh_1,295.03994996339674,117.69556538673893,4.162988512986535
26,veh_10,319.6682366423391,140.26062616633826,19.06900196101601
26,veh_17,290.9297152377448,36.919568138658065,10.494897006884905
26,veh_18,291.23643542197533,19.036723742209425,5.5429835865443335
26,veh_19,290.5022296140136,102.9509579917268,3.7892317865018708
26,veh_24,226.13741251205806,74.71622035637009,3.21946704842998
26,veh_26,287.46661536302,52.54241045601176,11.100934423148674
26,veh_b6225d26-18b8-45d5-aa96-ca2f142692cf,274.95631237749734,51.851265689433035,4.830575442426811
27,veh_1,295.1737051895402,118.10327029480626,4.290812650407828
27,veh_10,321.56433039140256,140.06887062232616,19.057497496233715
27,veh_17,290.91166232518526,37.972115192301025,10.527960593334386
27,veh_18,291.2269107930114,19.592042454355195,5.554500863383769
27,veh_19,290.54891214180174,103.33339562322196,3.850534644871115
27,veh_24,225.79828748376275,74.71399592267227,3.3912502829528846
27,veh_26,287.48544120671704,51.43704581393957,11.054953770978615
27,veh_b6225d26-18b8-45d5-aa96-ca2f142692cf,274.95754356357196,51.36103636361666,4.90284549220779
28,veh_1,295.31116169349525,118.52225722282469,4.409548120524826
28,veh_10,323.45929040861745,139.87722973475843,19.04610244159765
28,veh_17,290.89355634096444,39.027756506803925,10.558910522162904
28,veh_18,291.2173676168624,20.148442531344507,5.565317070051646
28,veh_19,290.60384430061424,103.72018558972667,3.909367484407929
28,veh_24,225.45343548376275,74.71173392386487,3.44852
28,veh_26,287.50418655881117,50.336407258693264,11.00768731302514
28,veh_b6225d26-18b8-45d5-aa96-ca2f142692cf,274.95879094332344,50.86435909668687,4.967332166825366
29,veh_1,295.45203231986767,118.95165088040739,4.519071763679744
29,veh_10,325.3531263208805,139.68570253004876,19.034804146186044
29,veh_17,290.87540070888247,40.086292462810924,10.587863785184725
29,veh_18,291.2078071099733,20.705853050244514,5.575423879605455
29,veh_19,290.7093668520354,104.10270483862836,3.965777698933172
29,veh_24,225.10858348376277,74.70947192505747,3.44852
29,veh_26,287.5228490103203,49.240636234320334,10.959006247306311
29,veh_78d2d987-a03b-4967-97cd-5eb1398e6285,274.9365736980804,59.71074339374886,0.77
29,veh_b6225d26-18b8-45d5-aa96-ca2f142692cf,274.96005269839696,50.36195791475755,5.024577764702462
30,veh_1,295.5960305865513,119.3905780294456,4.619405178682864
30,veh_10,327.2458465313638,139.49428815836848,19.023590310432738
30,veh_17,290.8571986592338,41.147534723018055,10.614933229609145
30,veh_18,291.1982304760688,21.264203829754948,5.584828710125644
30,veh_19,290.81632664108616,104.49043407393741,4.019792360850043
30,veh_24,224.76373148376277,74.70720992625009,3.44852
30,veh_26,287.5414259281944,48.14988734108569,10.90877899608778
30,veh_78d2d987-a03b-4967-97cd-5eb1398e6285,274.9367754221963,59.630421597245714,0.8033084460128843
30,veh_b6225d26-18b8-45d5-aa96-ca2f142692cf,274.96132715435016,49.85449954140731,5.075155375741897
31,veh_1,295.74287495774513,119.83818050887005,4.710707040964044
31,veh_10,329.1374582521094,139.30298589035016,19.012448962379707
31,veh_17,290.8389532362024,42.21130580099864,10.640227389879115
31,veh_18,291.1886388866912,21.823426564913362,5.593550329429316
31,veh_19,290.92466029738154,104.8831435780082,4.071425419438992
31,veh_24,224.41887948376277,74.70494792744269,3.44852
31,veh_26,287.5599144498589,47.06432865585372,10.856870777435201
31,veh_78d2d987-a03b-4967-97cd-5eb1398e6285,274.93699566873613,59.54272460737027,0.8770686877513599
31,veh_b6225d26-18b8-45d5-aa96-ca2f142692cf,274.96261278353944,49.34259224833362,5.119649584600162
32,veh_1,295.8922926773426,120.29362691936602,4.7932589995120125
32,veh_10,331.0279675343566,139.11179511402054,19.001368434882277
32,veh_17,290.8206673054535,43.27743861859286,10.663850373286932
32,veh_18,291.1790334676109,22.383455619428858,5.601615430545361
32,veh_19,291.03430465304,105.28060436727016,4.120684485241642
32,veh_24,224.07402748376276,74.70268592863529,3.44852
32,veh_26,287.5783114770678,45.98414209299785,10.803143199892682
32,veh_78d2d987-a03b-4967-97cd-5eb1398e6285,274.93724099681276,59.44504073967148,0.9769487160134149
32,veh_b6225d26-18b8-45d5-aa96-ca2f142692cf,274.96390820390377,48.82678633972596,5.158640131656278
33,veh_1,296.0440230127285,120.75612251092652,4.86744676298558
33,veh_10,332.9173792966884,138.920715331954,18.99033734369792
33,veh_17,290.8023435618389,44.34577605664975,10.68590179348119
33,veh_18,291.1694152897874,22.94422855266957,5.609055977624158
33,veh_19,291.14519673269285,105.68258815601159,4.167576793326907
33,veh_24,223.72917548376276,74.7004239298279,3.44852
33,veh_26,287.5966136691106,44.909523803266474,10.747453882872277
33,veh_78d2d987-a03b-4967-97cd-5eb1398e6285,274.93751583664846,59.33560598392004,1.0944708336926106
33,veh_b6225d26-18b8-45d5-aa96-ca2f142692cf,274.9652121744699,48.30757594195927,5.192688858339227
34,veh_1,296.1978198181352,121.22491699632596,4.9337382714587985
34,veh_10,334.80569735107997,138.7297461586383,18.979344566393582
34,veh_17,290.7839845371441,45.416170503337064,10.706476746141343
34,veh_18,291.159785363832,23.505686442512513,5.615907164078425
34,veh_19,291.2572738731756,106.08886779026159,4.212114077044772
34,veh_24,223.38432348376276,74.69816193102051,3.44852
34,veh_26,287.6148174354223,43.84068460766833,10.68965610641975
34,veh_78d2d987-a03b-4967-97cd-5eb1398e6285,274.937823271849,59.2131925208189,1.224272527457384
34,veh_b6225d26-18b8-45d5-aa96-ca2f142692cf,274.9665235884023,47.785401770868475,5.222329930214737
35,veh_1,296.3534533860461,121.69931019445987,4.992660857259765
35,veh_10,336.69292442692387,138.53888731804486,18.968379222010288
35,veh_17,290.7655926078147,46.48848340368765,10.72566582134443
35,veh_18,291.1501446371376,24.067774052682147,5.622205857102451
35,veh_19,291.370473940391,106.49921803391724,4.254316219939246
35,veh_24,223.03947148376275,74.69589993221311,3.44852
35,veh_26,287.63291892765636,42.777850462954774,10.62959849520741
35,veh_78d2d987-a03b-4967-97cd-5eb1398e6285,274.93816548733923,59.07693036476,1.3627750573251478
35,veh_b6225d26-18b8-45d5-aa96-ca2f142692cf,274.9678414643597,47.26065457349028,5.248063091554051
36,veh_1,296.51071160746017,122.17865556699647,5.044779073532331
36,veh_10,338.57906219310115,138.3481386413965,18.957430651427106
36,veh_17,290.74717000260677,47.562584813534215,10.743555147459869
36,veh_18,291.14049399301445,24.630439883142856,5.627989427934414
36,veh_19,291.50098583367185,106.9083005690218,4.294213673549194
36,veh_24,222.69461948376275,74.69363793340571,3.44852
36,veh_26,287.6509140312867,41.72126295466123,10.56712474290983
36,veh_78d2d987-a03b-4967-97cd-5eb1398e6285,274.9385440395469,58.926199782774155,1.5074756150022635
36,veh_b6225d26-18b8-45d5-aa96-ca2f142692cf,274.9691649368196,46.733678980473556,5.270349558184835
37,veh_1,296.6694005024252,122.66236183551742,5.090674492710617
37,veh_10,340.46411127816344,138.15750006512667,18.946488398369763
37,veh_17,290.72871881011673,48.63835296050378,10.760226461763178
37,veh_18,291.1308342513088,25.193636134039068,5.633294887128414
37,veh_19,291.63602025557145,107.3199046472614,4.331848724220566
37,veh_24,222.34976748376275,74.69137593459833,3.44852
37,veh_26,287.6687983568233,40.671179812910914,10.502073384554315
37,veh_78d2d987-a03b-4967-97cd-5eb1398e6285,274.9389600256442,58.76056390674971,1.656545345919438
37,veh_b6225d26-18b8-45d5-aa96-ca2f142692cf,274.970493245919,46.20477755144356,5.289610087735205
38,veh_1,296.8293442091353,123.14989294828482,5.1309283374737085
38,veh_10,342.3480712886843,137.9669716290233,18.93554219101198
38,veh_17,290.7102409861517,49.715673814300416,10.77575720334095
38,veh_18,291.12116617009195,25.75731860719116,5.638158259964614
38,veh_19,291.7721590256271,107.73487493537867,4.367275758924509
38,veh_24,222.02833993824953,74.61399609242196,3.44852
38,veh_26,287.686567230737,39.62787544526737,10.434277626012685
38,veh_78d2d987-a03b-4967-97cd-5eb1398e6285,274.9394141924639,58.57972536541067,1.8085891245797447
38,veh_b6225d26-18b8-45d5-aa96-ca2f142692cf,274.97182572723864,45.674214842463115,5.306224758640218
39,veh_1,296.990384533479,123.64076670720084,5.166107380199382
39,veh_10,344.23094082583395,137.7765534745527,18.924581924120215
39,veh_17,290.6917383609091,50.79444066810174,10.790220624253573
39,veh_18,291.11149044809895,26.321446563942835,5.642614149860605
39,veh_19,291.9093353700749,108.15300789746652,4.400560718741183
39,veh_24,221.7432873157333,74.4199686770958,3.448519999999051
39,veh_26,287.7042156862098,38.59164147983424,10.363565241517
39,veh_78d2d987-a03b-4967-97cd-5eb1398e6285,274.9399070078916,58.383497857757206,1.96249612310279
39,veh_b6225d26-18b8-45d5-aa96-ca2f142692cf,274.97316180185226,45.14222136835522,5.320534021644396
40,veh_1,297.1523801632664,124.13455237265909,5.196753185979346
40,veh_10,346.1127175002271,137.58624584335791,18.913597641694825
40,veh_17,290.67321264594074,51.87455373253049,10.803685915317551
40,veh_18,291.1018077276643,26.8859825539706,5.646695447923787
40,veh_19,292.0474848948213,108.57410725119101,4.431779942519701
40,veh_24,221.45823469321718,74.22594126176968,3.448519999998322
40,veh_26,287.72173845384793,37.56278731052715,10.289758551934609
40,veh_78d2d987-a03b-4967-97cd-5eb1398e6285,274.9404387081905,58.171787309321644,2.117343972275726
40,veh_b6225d26-18b8-45d5-aa96-ca2f142692cf,274.9745009668632,44.60899737075279,5.332840642751271
41,veh_1,297.3152056453122,124.63086754555042,5.22337450516985
41,veh_10,347.9360402681031,137.96510888551646,18.902579520062837
41,veh_17,290.65466544088196,52.955919743338136,10.816218343256956
41,veh_18,291.09211859796363,27.450892226312718,5.650433155104025
41,veh_19,292.1865458606446,108.99798480664401,4.461018597454127
41,veh_24,221.17318207070107,74.03191384644359,3.4485199999977625
41,veh_26,287.7391299525209,36.541640634972204,10.212674498512861
41,veh_78d2d987-a03b-4967-97cd-5eb1398e6285,274.9410093295715,57.944579301795855,2.272336020772045
41,veh_b6225d26-18b8-45d5-aa96-ca2f142692cf,274.9758427865735,44.07471633436381,5.343412221350784
42,veh_1,297.47875021211,125.12937459079814,5.246442448304137
42,veh_10,349.7398800275528,138.52646006065768,18.89151785137941
42,veh_17,290.63609823993033,54.03845158364934,10.827879396346713
42,veh_18,291.08242359841216,28.016144131196114,5.653856290151462
42,veh_19,292.3264594021196,109.4244611336568,4.488368873753709
42,veh_24,220.916529063754,73.81305812750804,3.4485199999973326
42,veh_26,287.75638428051707,35.52854797380703,10.132124828873772
42,veh_78d2d987-a03b-4967-97cd-5eb1398e6285,274.9416187293663,57.70193064230831,2.4267599339913435
42,veh_b6225d26-18b8-45d5-aa96-ca2f142692cf,274.9771868843664,43.53952821904932,5.352484032413136
43,veh_1,297.6429165306345,125.6297768235304,5.266387988013628
43,veh_10,351.54265849794155,139.0874809648542,18.880403027496843
43,veh_17,290.6175124380651,55.12206792136394,10.838726936024123
43,veh_18,291.07272322211134,28.581709519107854,5.656991862055378
43,veh_19,292.4671696875688,109.85336604935452,4.513928092800778
43,veh_24,220.76232035096425,73.50464070192851,3.448519999997002
43,veh_26,287.7734952072394,34.52387515827101,10.047916414160373
43,veh_78d2d987-a03b-4967-97cd-5eb1398e6285,274.9422666004087,57.44396363726601,2.5799606453649
43,veh_b6225d26-18b8-45d5-aa96-ca2f142692cf,274.9785329353368,43.00356239442855,5.360262001550763
44,veh_1,297.8076194309358,126.13181463365478,5.283601310752415
44,veh_10,353.34436969437775,139.64816973562017,18.8692255241615
44,veh_17,290.59890933699984,56.20669286209409,10.848815352275896
44,veh_18,291.0630179192606,29.14756214186898,5.659864890073542
44,veh_19,292.6086240210257,110.28453892895419,4.537796846913372
44,veh_24,220.6081116381745,73.196223276349,3.4485199999967486
44,veh_26,287.79045616570016,33.52800777087027,9.959851718344973
44,veh_78d2d987-a03b-4967-97cd-5eb1398e6285,274.9429524811485,57.170862065062856,2.731323365776356
44,veh_b6225d26-18b8-45d5-aa96-ca2f142692cf,274.9798806596661,42.46693027766548,5.366925673539257
45,veh_1,297.9727846580616,126.63526168154081,5.298432565160927
45,veh_10,355.14500672908406,140.2085242294936,18.85797588550056
45,veh_17,290.5802901508653,57.29225561782499,10.858195720913857
45,veh_18,291.0533081004761,29.71367805913887,5.6624984580483915
45,veh_19,292.7507728899061,110.71782885107365,4.560077257685012
45,veh_24,220.64800460273676,72.88877150685514,3.448519999996554
45,veh_26,287.80726024611346,32.54135152160155,9.86772944271595
45,veh_78d2d987-a03b-4967-97cd-5eb1398e6285,274.9436757633364,56.8828681162315,2.8802639080384704
45,veh_b6225d26-18b8-45d5-aa96-ca2f142692cf,274.98122981671725,41.929727684760664,5.372631077587236
46,veh_1,298.1383476783236,127.1399212593496,5.311193605385416
46,veh_10,356.9445618164697,140.7685420236149,18.8466447087616
46,veh_17,290.56165601162263,58.378690191328005,10.866915961132504
46,veh_18,291.04359413997554,30.280035452736925,5.664913792601279
46,veh_19,292.89356996390546,111.15309459437071,4.580871411339046
46,veh_24,220.8052743603856,72.58190368705252,3.4485199999964045
46,veh_26,287.8239001909258,31.56433253973941,9.771345370344427
46,veh_78d2d987-a03b-4967-97cd-5eb1398e6285,274.9444356986528,56.580279754064726,3.0262244817226134
46,veh_b6225d26-18b8-45d5-aa96-ca2f142692cf,274.98258019980744,41.39203691195772,5.377513426493946
47,veh_1,298.30425256040456,127.64562288048987,5.322160391952128
47,veh_10,358.7430262767661,141.3282204168582,18.835222629269197
47,veh_17,290.5430079742073,59.46593507621836,10.875020991995392
47,veh_18,291.0338763786016,30.84661445036155,5.667130357125429
47,veh_19,293.0369720516992,111.59020450555941,4.600280005060452
47,veh_24,220.96465909785832,72.27693276057661,3.4485199999962894
47,veh_26,287.84036839166953,30.597397558570428,9.670493436741515
47,veh_78d2d987-a03b-4967-97cd-5eb1398e6285,274.9452314053194,56.26344808192558,3.16867362626509
47,veh_b6225d26-18b8-45d5-aa96-ca2f142692cf,274.9839316316075,40.853928567568985,5.381689612738353
48,veh_1,298.4704507808893,128.1522186387072,5.3315705673156275
48,veh_10,360.54039053824397,141.88755643052124,18.823700305563804
48,veh_17,290.52434702140954,60.55393297243853,10.882552886725474
48,veh_18,291.02415512666767,31.413396959664567,5.669165955365919
48,veh_19,293.180939022464,112.02903626019642,4.618401218476913
48,veh_24,221.2526705741828,72.08732520532966,3.448519999996201
48,veh_26,287.85665688807137,29.641013967752976,9.564967053758002
48,veh_78d2d987-a03b-4967-97cd-5eb1398e6285,274.94606187546975,55.93277440854028,3.3071092314786843
48,veh_b6225d26-18b8-45d5-aa96-ca2f142692cf,274.98528396011267,40.31546317630438,5.385260483703613
49,veh_1,298.6369001912736,128.65958005938035,5.339628635997784
49,veh_10,362.33664413802484,142.44654680857803,18.812068404688798
49,veh_17,290.5056740684949,61.642630516855085,10.88955102387794
49,veh_18,291.01443066661824,31.980366513167752,5.671036839866269
49,veh_19,293.32543369537166,112.46947652584147,4.63532968621195
49,veh_24,221.54068205050726,71.89771765008273,3.4485199999961336
49,veh_26,287.8727573698925,28.695669705272714,9.454560713817974
