RealTime(s)
1,087
1,118
1,155
1,185
1,221
1,257
1,292
1,333
1,366
1,379
1,417
1,512
1,524
1,501
1,537
1,578
1,622
1,644
1,697
1,712
1,785
1,787
1,812
1,869
1,91
1,935
1,969
2,034
2,139
2,112
2,301
5,701
5,462
2,46
2,259
2,222
2,301
2,294
2,351
2,45
2,466
2,451
2,485
2,495
2,579
2,699
2,634
2,603
2,665
2,804
2,709
2,948
9,722
4,355
2,919
3,205
3,077
3,127
2,974
3,056
3,097
3,15
3,152
3,221
3,46
3,61
3,469
3,251
9,36
5,972
3,432
3,557
3,475
3,465
3,578
3,483
3,504
3,673
3,668
3,765
3,82
3,695
3,823
11,883
3,843
3,907
3,871
3,872
3,877
3,89
3,989
3,97
4,009
4,2
4,174
4,451
13,022
4,159
4,185
4,195
4,298
4,23
4,297
4,304
4,399
4,417
4,499
7,983
10,344
4,638
4,773
4,724
4,599
4,587
4,741
4,852
4,88
4,789
14,258
4,795
5,111
5,36
5,482
5,025
5,14
5,03
5,003
5,116
14,549
5,121
5,186
5,226
5,286
5,271
5,355
5,402
5,477
5,904
15,366
5,405
5,545
5,501
5,479
5,512
5,553
5,639
5,705
14,339
5,678
5,745
5,872
5,846
5,882
5,923
5,949
10,569
9,192
6,038
5,98
6,019
6,037
6,153
6,111
6,156
15,573
6,172
6,246
6,329
6,278
6,339
6,458
6,413
15,949
6,505
6,49
6,601
6,629
6,609
6,61
6,805
15,984
6,815
6,745
6,778
6,832
6,819
6,922
16,225
6,941
7,069
6,997
7,019
7,084
7,117
15,848
7,116
7,297
7,201
7,227
7,347
7,329
13,825
8,892
7,457
7,422
7,437
7,553
7,524
15,505
8,084
7,601
7,623
7,685
7,746
7,738
17,811
7,884
7,864
7,826
7,873
7,961
14,615
9,642
8,006
8,003
8,196
8,083
8,178
17,432
8,179
8,232
8,334
8,298
8,312
17,72
8,364
8,464
8,514
8,447
8,575
17,669
8,595
8,661
8,65
8,71
8,759
17,99
8,73
8,83
8,844
8,812
9,049
17,269
8,971
9,045
9,029
9,054
18,62
9,212
9,241
9,236
9,257
9,311
18,487
9,422
9,397
9,403
9,446
19,23
9,523
9,54
9,573
9,581
18,609
10,071
10,417
9,708
9,748
11,403
16,638
9,866
9,86
9,889
9,971
19,697
9,997
10,008
10,066
10,059
19,811
10,161
10,129
10,201
10,249
19,912
10,325
10,574
10,376
10,802
18,556
10,538
10,477
10,548
16,637
13,056
10,612
10,66
10,66
20,329
10,735
10,747
10,813
10,826
20,602
10,941
10,953
10,975
11,79
18,773
11,049
11,08
11,277
22,292
11,207
11,248
11,26
17,091
15,74
11,63
11,614
11,799
23,345
11,597
11,852
11,938
23,097
11,972
12,323
12,145
23,542
11,841
11,962
11,776
22,093
11,824
11,821
11,86
22,214
12,028
11,988
11,994
22,408
12,199
12,206
12,382
24,683
12,641
12,36
12,225
24,205
12,471
12,547
12,624
23,565
12,426
12,478
12,556
25,266
12,707
12,826
12,767
23,746
12,929
12,874
13,692
22,952
13,094
13,19
28,203
13,655
12,993
13,248
26,378
14,139
13,05
25,317
13,34
13,144
13,193
26,54
13,853
13,711
30,214
13,338
13,341
20,377
18,511
13,422
13,489
26,476
13,568
13,622
19,092
19,797
13,86
14,02
26,841
13,88
13,937
26,221
14,351
14,152
14,084
27,391
14,336
14,892
28,027
14,204
14,356
27,996
15,024
14,913
28,142
14,392
15,071
25,827
17,527
14,737
16,855
28,359
15,291
16,773
31,051
16,256
29,627
16,029
18,97
36,497
16,328
30,497
15,962
16,867
35,932
15,484
15,609
30,896
15,7
15,361
30,5
15,579
20,711
26,831
16,02
28,839
15,356
15,447
29,852
15,346
15,341
31,204
16,823
15,755
30,549
15,542
15,493
29,656
15,534
15,653
29,742
15,784
18,04
39,053
17,655
32,049
16,917
21,918
25,333
16,505
31,637
16,377
16,626
32,192
16,652
16,543
30,31
16,375
22,896
22,248
16,488
29,081
16,459
16,593
28,086
16,674
16,664
28,361
17,753
17,004
37,762
17,015
32,759
18,053
17,546
32,917
17,363
32,985
17,36
17,452
33,428
17,512
33,433
18,368
18,299
34,788
17,827
33,949
17,817
18,06
34,187
18,089
34,191
20,385
36,316
19,15
18,618
34,999
18,568
34,847
18,611
34,429
19,016
18,622
34,804
18,703
36,089
19,111
37,342
19,127
35,227
20,202
19,47
36,085
19,702
36,371
19,463
35,599
19,807
36,208
19,543
20,476
34,953
19,841
36,669
19,787
36,68
19,677
36,398
20,002
37,272
20,085
35,811
20,818
20,449
36,595
20,085
36,69
20,4
36,739
20,378
37,067
22,305
39,522
21,778
38,609
23,403
38,944
21,126
38,458
21,016
38,723
21,332
39,146
21,895
38,979
21,129
38,587
21,244
38,195
21,375
38,063
21,396
37,979
21,457
37,892
21,699
38,552
21,703
38,593
21,834
39,998
21,864
38,331
21,726
38,44
22,012
38,973
22,028
39,059
21,827
38,648
21,802
38,678
22,031
39,016
22,141
39,195
24,047
36,051
26,09
36,211
36,584
23,878
38,829
22,457
38,5
22,308
38,57
22,002
39,331
22,765
39,871
23,343
37,186
22,627
41,817
21,716
40,158
21,866
38,492
22,041
36,322
21,872
38,774
22,856
41,479
22,642
37,902
21,782
38,288
22,423
38,752
27,625
33,552
40,961
23,704
42,32
25,97
39,234
23,214
40,533
23,857
42,313
42,324
24,326
43,056
27,776
40,741
49,698
24,945
43,042
38,131
30,307
44,892
25,441
46,705
45,397
25,815
43,452
38,382
31,055
45,464
26,118
44,128
44,009
25,92
45,597
45,786
25,918
45,081
34,843
34,543
46,796
25,452
43,663
44,956
25,555
41,261
24,394
41,873
42,21
25,103
42,563
23,763
40,202
24,519
43,097
42,239
31,398
47,809
47,253
26,145
44,082
43,43
26,834
48,232
46,863
27,94
47,931
48,635
27,635
46,536
44,233
28,722
44,584
43,6
26,83
43,716
41,341
33,022
41,886
26,703
44,303
41,665
26,16
43,089
25,479
42,198
45,468
27,122
46,109
46,122
27,823
48,4
47,187
28,046
45,565
45,458
28,996
44,946
47,743
29,236
48,457
44,857
25,43
38,646
26,683
33,374
28,41
34,751
43,846
25,817
39,334
26,32
38,86
25,703
45,768
46,404
27,452
41,913
38,955
25,268
35,976
25,337
36,853
25,452
36,548
25,538
36,378
25,589
36,254
25,631
36,514
25,695
36,576
25,757
36,746
32,19
29,466
37,349
26,589
37,355
26,098
37,0
26,117
37,377
26,121
37,21
26,325
37,323
26,272
37,274
36,132
26,577
37,603
26,531
37,54
26,468
38,233
26,664
38,557
26,567
38,921
37,165
26,764
37,993
26,766
40,468
27,74
43,35
43,048
27,7
43,133
27,686
43,058
43,411
28,887
44,118
45,864
29,69
44,681
46,896
33,08
47,271
43,12
27,579
41,354
40,542
27,715
40,884
27,244
39,02
27,408
39,469
39,896
27,322
39,313
28,596
42,913
41,547
27,515
38,002
27,626
37,488
27,717
38,591
42,123
28,207
40,561
27,743
39,708
33,537
33,301
39,063
27,846
38,105
27,859
38,464
28,788
39,706
41,334
28,803
40,812
28,15
38,796
39,227
28,413
38,375
28,307
39,777
31,597
37,661
40,375
28,722
40,482
28,654
38,29
38,806
28,716
40,469
28,797
40,228
39,945
28,841
39,296
28,998
39,346
29,623
37,73
39,171
29,063
38,97
29,142
39,747
39,096
29,208
39,292
29,238
39,506
30,969
37,31
39,373
29,357
39,383
29,824
39,65
39,74
29,598
39,666
29,581
40,195
41,156
29,738
39,981
29,834
39,984
40,097
30,032
40,152
36,768
37,287
40,796
30,429
40,675
40,55
30,113
40,229
30,085
39,986
40,371
30,627
40,382
30,442
40,651
40,985
30,493
40,88
30,837
42,029
41,111
30,642
40,716
40,988
30,614
41,045
30,755
40,851
44,321
61,457
46,656
43,331
54,898
55,617
56,173
57,154
57,276
57,276
57,955
57,851
57,98
58,528
58,716
57,053
56,995
54,237
48,22
57,284
57,4
57,655
57,936
57,608
57,426
56,963
57,126
61,086
52,889
41,832
31,773
43,341
41,134
32,671
43,371
31,905
42,542
42,754
32,396
42,992
43,237
32,45
43,237
43,208
32,6
43,264
43,356
32,748
43,311
43,472
32,785
43,479
43,572
32,855
43,39
43,473
33,007
44,091
43,855
33,085
43,8
43,908
33,179
43,921
44,07
33,28
44,053
44,135
33,357
44,126
45,149
37,523
39,724
44,822
44,769
33,488
44,649
45,071
33,61
45,009
45,846
34,152
44,57
45,874
33,99
44,852
45,872
44,887
33,839
44,387
45,247
34,026
45,227
45,822
34,038
45,181
45,682
45,669
34,221
45,168
45,522
34,353
45,487
45,798
34,52
44,69
45,922
46,085
34,503
46,023
45,895
34,554
45,541
46,578
46,223
34,718
45,863
45,697
