SimulatedTime(s),RealTime(s)
119340,85.849
119400,75.391
119460,75.58
119520,86.175
119580,76.018
119640,75.764
119700,86.045
119760,75.639
119820,75.763
119880,86.392
119940,75.744
120000,76.095
120060,86.905
120120,76.07
120180,75.937
120240,87.084
120300,76.09
120360,76.256
120420,87.341
120480,76.145
120540,76.21
120600,87.026
120660,76.258
120720,76.391
120780,87.336
120840,77.295
120900,77.329
120960,89.959
121020,78.958
121080,81.163
121140,94.156
121200,80.6
121260,96.01
121320,81.464
121380,96.308
121440,81.922
121500,96.798
121560,82.127
121620,95.245
121680,80.658
121740,95.804
121800,81.242
121860,92.24
121920,84.309
121980,80.556
122040,95.776
122100,84.969
122160,96.027
122220,80.726
122280,94.545
122340,80.548
122400,96.301
122460,81.367
122520,96.513
122580,81.854
122640,97.452
122700,81.827
122760,96.494
122820,82.192
122880,96.745
122940,81.573
123000,96.527
123060,82.08
123120,97.172
123180,82.171
123240,96.593
123300,82.485
123360,92.086
123420,89.986
123480,97.72
123540,82.689
123600,96.953
123660,82.395
123720,97.169
123780,82.352
123840,97.067
123900,82.447
123960,97.953
124020,82.784
124080,98.72
124140,84.02
124200,98.8
124260,83.22
124320,98.681
124380,83.385
124440,98.622
124500,84.439
124560,98.594
124620,83.504
124680,98.741
124740,83.66
124800,98.746
124860,83.527
124920,98.972
124980,94.054
125040,89.563
125100,99.242
125160,83.528
125220,99.012
125280,83.788
125340,98.905
125400,84.003
125460,98.952
125520,83.884
125580,98.835
125640,83.793
125700,99.941
125760,84.58
125820,99.525
125880,100.412
125940,87.073
126000,102.919
126060,84.831
126120,100.315
126180,84.871
126240,101.104
126300,100.699
126360,85.15
126420,101.068
126480,85.346
126540,99.886
126600,85.646
126660,100.167
126720,100.814
126780,85.008
126840,101.135
126900,85.469
126960,100.354
127020,85.728
127080,100.644
127140,100.745
127200,85.675
127260,101.572
127320,86.543
127380,102.065
127440,85.941
127500,100.139
127560,101.727
127620,86.167
127680,101.943
127740,86.559
127800,101.084
127860,101.432
127920,86.545
127980,101.714
128040,89.537
128100,103.034
128160,101.41
128220,83.038
128280,89.538
128340,78.898
128400,79.204
128460,88.007
128520,79.009
128580,79.335
128640,88.717
128700,79.016
128760,89.035
128820,79.252
128880,79.09
128940,89.856
129000,79.641
129060,89.586
129120,79.628
129180,79.59
129240,89.668
129300,79.794
129360,81.338
129420,86.534
129480,79.888
129540,90.251
129600,80.566
129660,86.159
129720,87.096
129780,86.264
129840,99.079
129900,99.581
129960,85.673
130020,99.592
130080,85.05
130140,99.108
130200,84.825
130260,98.623
130320,84.664
130380,97.414
130440,84.112
130500,97.735
130560,99.775
130620,85.613
130680,97.921
130740,84.034
130800,97.738
130860,84.383
130920,98.196
130980,83.754
131040,96.803
131100,82.879
131160,97.248
131220,83.461
131280,96.843
131340,83.479
131400,96.902
131460,84.026
131520,99.158
131580,85.089
131640,98.436
131700,84.16
131760,98.139
131820,83.765
131880,98.551
131940,84.749
132000,97.767
132060,94.142
132120,88.336
132180,98.703
132240,85.157
132300,98.559
132360,84.923
132420,98.463
132480,85.075
132540,98.876
132600,84.932
132660,99.061
132720,84.396
132780,98.607
132840,90.956
132900,95.675
132960,99.78
133020,85.143
133080,99.035
133140,84.724
133200,98.431
133260,85.213
133320,99.022
133380,87.344
133440,96.976
133500,98.692
133560,85.622
133620,99.264
133680,85.574
133740,99.032
133800,85.364
133860,99.402
133920,85.1
133980,98.176
134040,91.293
134100,93.414
134160,99.466
134220,85.453
134280,99.802
134340,85.358
134400,99.593
134460,85.523
134520,99.935
134580,90.91
134640,94.21
134700,99.396
134760,85.917
134820,100.145
134880,86.05
134940,100.184
135000,85.445
135060,99.734
135120,99.766
135180,86.216
135240,103.771
135300,86.562
135360,100.135
135420,95.721
135480,97.879
135540,101.851
135600,87.463
135660,104.124
135720,102.41
135780,88.151
135840,101.761
135900,87.393
135960,101.319
136020,102.45
136080,88.073
136140,100.803
136200,86.552
136260,100.357
136320,100.626
136380,86.507
136440,100.538
136500,86.617
136560,100.722
136620,94.713
136680,91.602
136740,101.006
136800,86.917
136860,101.434
136920,87.14
136980,100.757
137040,100.398
137100,86.731
137160,100.439
137220,86.964
137280,100.75
137340,91.71
137400,95.674
137460,104.724
137520,87.673
137580,101.54
137640,98.598
137700,89.062
137760,102.648
137820,88.09
137880,102.74
137940,102.593
138000,88.394
138060,102.873
138120,88.693
138180,102.39
138240,103.098
138300,88.7
138360,103.093
138420,102.035
138480,88.255
138540,101.513
138600,88.067
138660,102.204
138720,101.879
138780,87.6
138840,101.697
138900,87.621
138960,101.446
139020,101.435
139080,87.672
139140,101.831
139200,87.677
139260,101.354
139320,102.54
139380,88.985
139440,103.513
139500,103.12
139560,88.958
139620,102.51
139680,90.858
139740,104.375
139800,103.477
139860,88.418
139920,102.692
139980,102.798
140040,88.844
140100,103.309
140160,99.151
140220,92.701
140280,103.596
140340,88.553
140400,101.61
140460,101.602
140520,87.78
140580,102.23
140640,88.222
140700,102.233
140760,101.636
140820,88.88
140880,102.456
140940,97.39
141000,92.576
141060,102.234
141120,89.23
141180,102.476
141240,101.984
141300,88.427
141360,103.203
141420,88.696
141480,102.65
141540,102.705
141600,88.805
141660,102.819
141720,102.613
141780,88.475
141840,102.099
141900,98.714
141960,95.929
142020,102.854
142080,89.423
142140,103.619
142200,103.473
142260,89.283
142320,102.669
142380,102.363
142440,89.71
142500,103.081
142560,89.037
142620,102.102
142680,102.331
142740,89.393
142800,103.742
142860,102.674
142920,89.15
142980,103.357
143040,102.339
143100,90.389
143160,102.89
143220,89.031
143280,102.989
143340,103.385
143400,89.47
143460,103.922
143520,103.082
143580,89.586
143640,104.41
143700,103.392
143760,89.883
143820,104.001
143880,96.881
143940,95.735
144000,103.331
144060,89.64
144120,106.971
144180,103.769
144240,89.891
144300,103.792
144360,103.188
144420,90.174
144480,103.935
144540,103.765
144600,89.796
144660,104.005
144720,103.793
144780,89.79
144840,104.172
144900,104.552
144960,90.457
145020,104.163
145080,103.877
145140,90.827
145200,104.484
145260,103.864
145320,90.023
145380,104.31
145440,97.136
145500,97.218
145560,104.536
145620,90.813
145680,103.466
145740,104.687
145800,91.106
145860,104.081
145920,103.812
145980,91.174
146040,104.79
146100,104.546
146160,90.827
146220,104.963
146280,108.512
146340,106.917
146400,92.564
146460,106.259
146520,106.484
146580,92.168
146640,107.012
146700,107.209
146760,106.885
146820,92.181
146880,106.602
146940,104.54
147000,91.379
147060,105.299
147120,105.741
147180,91.232
147240,105.312
147300,105.308
147360,91.838
147420,105.585
147480,105.81
147540,92.719
147600,103.201
147660,104.966
147720,97.806
147780,99.211
147840,106.101
147900,105.583
147960,92.027
148020,105.506
148080,105.355
148140,92.434
148200,105.686
148260,106.067
148320,91.981
148380,105.769
148440,106.033
148500,95.641
148560,103.793
148620,107.782
148680,106.301
148740,92.186
148800,106.236
148860,105.521
148920,93.271
148980,106.502
149040,106.73
149100,106.405
149160,92.909
149220,106.828
149280,107.964
149340,92.454
149400,106.57
149460,107.068
149520,106.823
149580,93.107
149640,107.318
149700,106.897
149760,93.748
149820,105.527
149880,106.971
149940,106.323
150000,92.527
150060,107.167
150120,107.05
150180,93.369
150240,107.008
150300,107.281
150360,106.949
150420,93.291
150480,110.743
150540,108.055
150600,106.867
150660,93.279
150720,107.21
150780,108.649
150840,109.104
150900,95.292
150960,109.488
151020,109.28
151080,109.037
151140,94.848
151200,109.382
151260,109.177
151320,109.052
151380,94.125
151440,109.249
151500,107.906
151560,108.21
151620,93.997
151680,107.849
151740,107.793
151800,107.695
151860,93.786
151920,108.42
151980,108.158
152040,108.241
152100,95.163
152160,108.217
152220,108.307
152280,108.476
152340,94.657
152400,108.235
152460,108.402
152520,110.11
152580,99.144
152640,109.203
152700,109.304
152760,109.804
152820,109.691
152880,95.517
152940,109.457
153000,109.552
153060,109.254
153120,95.747
153180,109.542
153240,109.699
153300,109.787
153360,111.191
153420,96.041
153480,109.844
153540,110.201
153600,112.969
153660,110.128
153720,96.509
153780,110.428
153840,110.622
153900,110.899
153960,106.344
154020,99.657
154080,111.207
154140,110.617
154200,109.836
154260,96.943
154320,109.471
154380,109.72
154440,110.558
154500,110.725
154560,109.489
154620,102.57
154680,110.152
154740,111.235
154800,111.095
154860,105.225
154920,101.718
154980,110.407
155040,110.503
155100,110.893
155160,104.302
155220,103.658
155280,111.006
155340,111.616
155400,113.524
155460,112.856
155520,98.077
155580,112.524
155640,114.297
155700,119.37
155760,113.37
155820,113.199
155880,112.836
155940,112.678
156000,98.802
156060,112.369
156120,112.937
156180,113.328
156240,114.174
156300,113.073
156360,106.297
156420,105.334
156480,112.49
156540,117.693
156600,112.789
156660,112.689
156720,113.89
156780,108.369
156840,102.799
156900,113.355
156960,112.828
157020,113.492
157080,113.238
157140,113.135
157200,99.549
157260,112.105
157320,114.366
157380,113.933
157440,113.693
157500,114.523
157560,114.473
157620,111.73
157680,133.363
157740,158.58
157800,135.89
157860,129.092
157920,134.184
157980,128.246
158040,147.561
158100,119.956
158160,139.887
158220,135.92
158280,161.567
158340,127.601
158400,122.715
158460,116.973
158520,116.123
158580,115.477
158640,114.706
158700,115.581
158760,117.233
158820,112.615
158880,98.494
158940,110.644
159000,113.164
159060,112.387
159120,111.871
159180,113.351
159240,104.708
159300,107.915
159360,111.021
159420,110.257
159480,107.516
159540,96.891
159600,106.689
159660,107.651
159720,105.893
159780,96.128
159840,106.524
159900,106.965
159960,110.967
160020,97.261
160080,107.075
160140,105.468
160200,103.944
160260,98.153
160320,107.173
160380,107.191
160440,96.508
160500,113.349
160560,116.141
160620,107.82
160680,107.32
160740,102.972
160800,100.338
160860,106.574
160920,106.608
160980,96.884
161040,107.03
161100,106.893
161160,106.587
161220,96.617
161280,107.073
161340,106.721
161400,106.915
161460,96.925
161520,107.468
161580,106.797
161640,107.248
161700,97.327
161760,107.197
161820,107.018
161880,107.419
161940,97.16
162000,107.576
162060,107.502
162120,107.047
162180,97.16
162240,107.177
162300,106.734
162360,109.838
162420,97.335
162480,108.606
162540,108.225
162600,108.586
162660,97.535
162720,107.891
162780,108.518
162840,108.835
162900,99.918
162960,110.561
163020,108.893
163080,109.379
163140,108.996
163200,98.7
163260,108.313
163320,112.001
163380,110.919
163440,108.961
163500,98.961
163560,109.527
163620,110.036
163680,110.658
163740,106.658
163800,103.142
163860,109.222
163920,108.347
163980,108.623
164040,114.418
164100,99.973
164160,109.782
164220,110.119
164280,109.303
164340,114.187
164400,100.796
164460,111.055
164520,111.951
164580,110.978
164640,110.178
164700,110.958
164760,100.496
164820,111.212
164880,110.995
164940,111.402
165000,110.917
165060,98.421
165120,111.566
165180,110.048
165240,112.134
165300,112.181
165360,111.854
165420,99.946
165480,111.985
165540,111.6
165600,111.66
165660,111.496
165720,111.436
165780,102.832
165840,113.278
165900,111.507
165960,113.034
166020,111.906
166080,111.114
166140,99.511
166200,111.419
166260,111.872
166320,114.797
166380,111.09
166440,110.12
166500,118.303
166560,100.964
166620,110.276
166680,110.809
166740,110.74
166800,110.025
166860,100.027
166920,111.121
166980,111.379
167040,110.244
167100,110.077
167160,104.12
167220,112.277
167280,115.351
167340,116.018
167400,117.704
167460,117.711
167520,118.047
167580,120.241
167640,119.355
167700,116.941
167760,111.65
167820,110.168
167880,102.326
167940,109.699
168000,112.032
168060,112.188
168120,110.84
168180,110.199
168240,101.285
168300,110.735
168360,110.16
168420,109.919
168480,110.256
168540,100.579
168600,109.973
168660,110.304
168720,111.0
168780,110.407
168840,109.291
168900,101.198
168960,110.179
169020,111.415
169080,110.669
169140,111.528
169200,100.975
169260,110.676
169320,111.106
169380,110.489
169440,111.021
169500,103.039
169560,107.626
169620,110.592
169680,110.844
169740,110.877
169800,110.78
169860,101.119
169920,110.774
169980,110.786
170040,110.842
170100,110.612
170160,101.121
170220,110.904
170280,111.366
170340,111.071
170400,111.313
170460,111.088
170520,101.392
170580,111.353
170640,111.013
170700,111.096
170760,111.203
170820,111.813
170880,101.697
170940,111.142
171000,111.012
171060,111.61
171120,111.882
171180,110.586
171240,101.972
171300,111.801
171360,111.857
171420,112.037
171480,111.354
171540,112.582
171600,102.193
171660,111.583
171720,111.49
171780,111.833
171840,111.912
171900,111.241
171960,102.124
172020,111.948
172080,111.957
172140,112.694
172200,113.285
172260,112.437
172320,102.489
172380,111.942
172440,112.527
172500,112.443
172560,111.735
172620,112.533
172680,111.999
172740,102.491
172800,112.192
172860,112.228
172920,112.707
172980,112.542
173040,112.94
173100,102.479
173160,111.925
173220,112.787
173280,112.753
173340,113.033
173400,116.478
173460,118.981
173520,118.099
173580,118.706
173640,267.795
173700,118.332
173760,118.039
173820,116.932
173880,114.946
173940,112.181
174000,111.817
174060,113.031
174120,103.503
174180,113.898
174240,113.846
174300,113.182
174360,113.888
174420,113.638
174480,113.041
174540,113.391
174600,103.758
174660,113.194
174720,113.642
174780,113.64
174840,113.876
174900,113.832
174960,113.175
175020,114.349
175080,104.09
175140,113.877
175200,114.078
175260,114.219
175320,113.597
175380,114.293
175440,114.272
175500,113.899
175560,105.327
175620,111.781
175680,113.856
175740,114.302
175800,113.553
175860,115.101
175920,113.911
175980,114.864
176040,114.412
176100,104.785
176160,115.026
176220,114.219
176280,114.413
176340,115.167
176400,114.623
176460,114.442
176520,114.636
176580,114.379
176640,104.584
176700,113.787
176760,114.903
176820,115.003
176880,114.694
176940,114.261
177000,115.338
177060,114.953
177120,114.891
177180,115.041
177240,105.699
177300,114.853
177360,115.273
177420,114.449
177480,114.959
177540,114.78
177600,116.056
177660,114.873
177720,115.428
177780,115.196
177840,106.998
177900,113.884
177960,115.092
178020,115.725
178080,115.476
178140,115.536
178200,115.28
178260,115.65
178320,115.354
178380,115.487
178440,115.587
178500,105.876
178560,114.971
178620,116.208
178680,115.718
178740,115.53
178800,115.179
178860,115.458
178920,115.196
178980,115.947
179040,115.644
179100,116.104
179160,113.807
179220,106.886
179280,115.87
179340,115.788
179400,117.136
179460,115.357
179520,115.534
179580,115.025
179640,115.305
179700,115.964
179760,117.04
179820,115.925
179880,114.338
179940,106.83
180000,115.433
180060,116.087
180120,115.839
180180,116.097
180240,115.988
180300,116.136
180360,116.245
180420,116.25
180480,115.517
180540,116.267
180600,116.342
180660,106.802
180720,115.531
180780,116.133
180840,116.665
180900,116.666
180960,116.578
181020,116.581
181080,116.59
181140,116.184
181200,117.024
181260,116.456
181320,116.748
181380,116.4
181440,116.903
181500,113.051
181560,109.97
181620,118.35
181680,117.041
181740,116.976
181800,117.453
181860,116.899
181920,117.308
181980,117.649
182040,116.923
182100,117.058
182160,117.502
182220,117.594
182280,117.043
182340,117.812
182400,116.761
182460,117.749
182520,117.518
182580,117.266
182640,107.582
182700,116.69
182760,117.373
182820,117.604
182880,117.557
182940,118.113
183000,117.783
183060,117.97
183120,117.532
183180,118.001
183240,117.919
183300,118.032
183360,118.436
183420,118.667
183480,119.666
183540,118.182
183600,118.597
183660,118.267
183720,118.364
183780,118.349
183840,117.908
183900,118.79
183960,118.232
184020,118.604
184080,118.533
184140,118.633
184200,118.251
184260,109.802
184320,116.367
184380,118.829
184440,118.857
184500,118.923
184560,119.614
184620,119.135
184680,119.307
184740,118.625
184800,119.734
184860,119.625
184920,119.858
184980,119.142
185040,119.815
185100,119.487
185160,119.519
185220,120.194
185280,121.397
185340,120.219
185400,120.112
185460,120.874
185520,119.962
185580,120.74
185640,120.605
185700,120.901
185760,119.704
185820,120.541
185880,121.076
185940,120.775
186000,120.953
186060,120.204
186120,120.424
186180,120.669
186240,120.99
186300,120.522
186360,120.736
186420,119.986
186480,124.139
186540,119.036
186600,121.635
186660,120.327
186720,122.482
186780,125.351
186840,121.171
186900,121.812
186960,121.194
187020,121.736
187080,123.384
187140,121.808
187200,121.89
187260,121.903
187320,121.594
187380,121.583
187440,121.19
187500,120.18
187560,120.73
187620,120.804
187680,120.69
187740,121.751
187800,121.348
187860,121.888
187920,121.797
187980,121.853
188040,122.231
188100,122.785
188160,122.317
188220,122.349
188280,122.086
188340,122.414
188400,122.343
188460,130.115
188520,123.34
188580,122.414
188640,122.699
188700,122.194
188760,122.218
188820,123.553
188880,123.411
188940,123.801
189000,122.994
189060,122.89
189120,122.142
189180,123.486
189240,123.484
189300,123.596
189360,123.879
189420,122.872
189480,138.282
189540,126.956
189600,128.381
189660,128.22
189720,127.623
189780,129.482
189840,141.909
189900,127.506
189960,127.857
190020,127.427
190080,126.695
190140,125.635
190200,125.48
190260,136.496
190320,125.115
190380,125.508
190440,124.891
190500,125.976
190560,126.851
190620,124.488
190680,124.675
190740,125.451
190800,136.29
190860,125.664
190920,124.79
190980,125.13
191040,126.059
191100,124.343
191160,123.303
191220,124.901
191280,123.923
191340,124.285
191400,135.292
191460,123.404
191520,125.029
191580,124.293
191640,123.521
191700,124.942
191760,124.41
191820,124.486
191880,125.113
191940,124.366
192000,124.348
192060,135.38
192120,123.476
192180,125.129
192240,128.754
192300,124.894
192360,124.567
192420,124.398
192480,125.77
192540,124.241
192600,124.346
192660,135.685
192720,124.688
192780,125.387
192840,124.499
192900,124.329
192960,125.868
193020,124.565
193080,125.699
193140,126.387
193200,124.532
193260,136.295
193320,125.291
193380,125.409
193440,126.438
193500,124.903
193560,125.372
193620,125.299
193680,124.821
193740,126.22
193800,135.459
193860,125.279
193920,128.068
193980,127.536
194040,127.372
194100,126.148
194160,126.994
194220,138.515
194280,126.319
194340,127.175
194400,126.21
194460,126.623
194520,126.449
194580,126.809
194640,137.773
194700,126.401
194760,125.849
194820,127.329
194880,126.756
194940,126.424
195000,127.091
195060,126.094
195120,138.82
195180,126.388
195240,126.571
195300,128.0
195360,126.563
195420,127.963
195480,126.789
195540,136.676
195600,127.824
195660,130.969
195720,127.267
195780,127.375
195840,126.888
195900,139.432
195960,126.46
196020,127.634
196080,128.23
196140,126.932
196200,127.45
196260,132.2
196320,133.623
196380,127.582
196440,127.139
196500,127.754
196560,128.04
196620,126.875
196680,141.552
196740,128.365
196800,128.681
196860,128.57
196920,128.555
196980,137.695
197040,132.305
197100,129.583
197160,129.776
197220,127.978
197280,128.439
197340,140.556
197400,129.294
197460,133.728
197520,129.088
197580,129.173
197640,141.22
197700,129.159
197760,129.347
197820,128.671
197880,128.79
197940,141.155
198000,128.635
198060,129.681
198120,129.451
198180,128.873
198240,142.018
198300,129.328
198360,130.019
198420,129.6
198480,128.264
198540,140.549
198600,129.44
198660,130.096
198720,129.599
198780,129.134
198840,142.143
198900,129.578
198960,130.489
199020,129.184
199080,134.579
199140,142.608
199200,129.999
199260,130.291
199320,130.324
199380,131.39
199440,139.165
199500,130.012
199560,131.692
199620,130.023
199680,141.482
199740,131.186
199800,133.473
199860,134.05
199920,142.581
199980,131.79
200040,130.138
200100,129.96
200160,130.365
200220,142.284
200280,129.977
200340,132.154
200400,130.502
200460,141.828
200520,131.468
200580,134.715
200640,130.396
200700,141.983
200760,130.248
200820,132.574
200880,129.887
200940,131.072
201000,144.152
201060,130.59
201120,131.995
201180,130.543
201240,142.726
201300,130.275
201360,130.789
201420,132.053
201480,140.308
201540,134.144
201600,132.384
201660,131.388
201720,142.756
201780,132.913
201840,132.661
201900,131.333
201960,137.519
202020,138.017
202080,131.141
202140,132.415
202200,136.247
202260,140.143
202320,135.227
202380,132.001
202440,143.105
202500,131.136
202560,131.509
202620,132.705
202680,142.147
202740,133.881
202800,132.841
202860,133.071
202920,146.387
202980,131.91
203040,132.785
203100,132.553
203160,144.654
203220,133.338
203280,132.445
203340,133.503
203400,143.706
203460,132.94
203520,133.089
203580,143.904
203640,133.155
203700,132.451
203760,133.035
203820,145.289
203880,136.128
203940,135.204
204000,142.812
204060,135.462
204120,132.26
204180,133.069
204240,146.13
204300,132.689
204360,133.838
204420,133.495
204480,145.983
204540,133.416
204600,134.088
204660,146.474
204720,133.845
204780,133.718
204840,142.848
204900,137.044
204960,133.789
205020,133.754
205080,146.38
205140,134.136
205200,134.188
205260,146.706
205320,137.574
205380,134.594
205440,139.325
205500,138.224
205560,132.793
205620,133.132
205680,144.66
205740,132.152
205800,132.599
205860,134.338
205920,146.911
205980,135.544
206040,133.532
206100,147.865
206160,133.519
206220,133.731
206280,140.403
206340,140.374
206400,133.95
206460,134.838
206520,147.304
206580,134.096
206640,133.795
206700,146.736
206760,134.871
206820,134.695
206880,150.444
206940,134.106
207000,134.61
207060,133.768
207120,146.54
207180,134.392
207240,134.428
207300,145.805
207360,135.022
207420,135.35
207480,145.784
207540,134.862
207600,134.741
207660,140.535
207720,141.061
207780,134.297
207840,135.5
207900,146.828
207960,134.989
208020,135.642
208080,146.945
208140,135.862
208200,134.932
208260,147.311
208320,135.389
208380,134.598
208440,151.914
208500,134.365
208560,136.877
208620,148.248
208680,134.436
208740,135.885
208800,146.584
208860,135.316
208920,136.243
208980,146.379
209040,135.815
209100,135.36
209160,148.282
209220,135.051
209280,135.929
209340,147.826
209400,135.072
209460,135.793
209520,144.004
209580,139.246
209640,136.246
209700,142.984
209760,140.531
209820,136.089
209880,138.021
209940,146.352
210000,139.156
210060,148.829
210120,135.872
210180,136.401
210240,148.535
210300,136.045
210360,137.41
210420,149.984
210480,137.36
210540,136.347
210600,148.816
210660,137.015
210720,136.38
210780,149.119
210840,135.767
210900,137.176
210960,148.509
211020,136.399
211080,146.309
211140,139.331
211200,137.207
211260,147.936
211320,137.471
211380,137.501
211440,148.991
211500,139.599
211560,138.516
211620,147.959
211680,136.812
211740,137.141
211800,149.588
211860,136.89
211920,150.333
211980,136.645
212040,138.859
212100,152.24
212160,139.248
212220,147.811
212280,143.833
212340,139.242
212400,152.196
212460,139.635
212520,154.124
212580,140.63
212640,144.584
212700,149.472
212760,139.881
212820,187.134
212880,155.347
212940,133.686
213000,144.876
213060,131.431
213120,134.592
213180,133.617
213240,143.437
213300,132.141
213360,131.72
213420,133.572
213480,142.181
213540,131.034
213600,132.049
213660,131.699
213720,140.446
213780,133.713
213840,136.203
213900,136.888
213960,145.551
214020,136.933
214080,137.458
214140,147.14
214200,137.143
214260,149.179
214320,137.129
214380,140.561
214440,146.282
214500,138.58
214560,138.689
214620,149.059
214680,141.212
214740,150.73
214800,136.877
214860,138.571
214920,147.312
214980,136.955
215040,138.349
215100,148.676
215160,138.709
215220,152.058
215280,137.893
215340,140.983
215400,160.973
215460,146.011
215520,160.848
215580,164.133
215640,144.882
215700,157.214
215760,141.339
215820,154.873
215880,142.269
215940,155.429
216000,142.178
