26,048715551228018
26,048704644355126
26,048677163014485
26,048638771937416
26,04849075325757
26,04872288724055
26,04870424900106
26,048677188757843
26,047953022026235
26,048639209683543
26,04849077048131
26,0487302159307
26,048703855031096
26,04867721964556
26,047951805555886
26,048639645377598
26,04849079125035
26,04873753752764
26,048703462330465
26,048677255725597
26,047950341525034
26,04864007911634
26,048490815560722
26,04874485224825
26,048703070793707
26,048677297024394
26,04794863223694
26,048640510985653
26,048490843405727
26,048715551228018
26,0487521602977
26,048702680323807
26,04867734355249
26,047946680868495
26,048640941061503
26,048490874774995
26,04871587125185
26,048759461869935
26,0487022908314
26,04867739422054
26,047944491666705
26,048641369410756
26,04849090965339
26,048716248186672
26,048766757148247
26,04870190224194
26,04867744886501
26,04794207016161
26,048641796091882
26,04849094801976
26,048716690581333
26,048774046305713
26,04870151448791
26,04867750732694
26,047939423388147
26,04864222115561
26,04849098984572
26,048717202096057
26,04878132950566
26,04870112750816
26,048704644355126
26,048677569446124
26,047936560105622
26,048642644645444
26,04849103509429
26,04871778455809
26,04878860690209
26,048700741247362
26,048704442663105
26,048677635060997
26,04793349100035
26,048643066598164
26,04849108371485
26,04871843891734
26,04879587864007
26,048700355655555
26,048704243610565
26,04867770400988
26,047930228853755
26,048643487044224
26,048491135648632
26,04871916561197
26,04880314485612
26,048699970687682
26,048704046121237
26,048677776132642
26,04792678865632
26,04864390600812
26,04849119082484
26,048719964722736
26,048810405678562
26,04869958630322
26,048703849487342
26,0486778512725
26,04792318764788
26,04864432350869
26,04849124915988
26,048720836038395
26,048817661227858
26,048699202465794
26,04870365323417
26,048677929277726
26,04791944526732
26,048644739559407
26,048491310556955
26,048721779079308
26,04882491161693
26,04869881914285
26,048703457040535
26,048677980224994
26,047915583000513
26,04864515416858
26,04849137490604
26,048722793100374
26,048832156951445
26,04869843630533
26,048703260689557
26,048677988799923
26,04791162412351
26,048645567339555
26,048491442084384
26,048723877084075
26,048850672828927
26,048698053927364
26,048703064036886
26,04867799762744
26,047907593348015
26,04864597907089
26,04849151195743
26,048725029730015
26,048873612294646
26,048697671985988
26,048702866989434
26,04867800669523
26,04790351638587
26,048646389356477
26,04849158438026
26,048726249445405
26,048897566474427
26,0486972904609
26,0487026694907
26,0486780159919
26,047899419456986
26,04864679818563
26,04849165919946
26,048727534339662
26,048921505073015
26,0486969093342
26,048702471510424
26,04867802550697
26,047895328769243
26,04864720554318
26,04849173625535
26,048728882225664
26,048945428333408
26,048696528590174
26,048702273037126
26,048678035230793
26,04789126999878
26,048647611409525
26,048491815384413
26,048730290629564
26,04896933647942
26,048696148215093
26,04870207407268
26,048678454686215
26,047887267795115
26,048648015760662
26,04849189642187
26,048731756810156
26,048993229716334
26,04869576819704
26,0487018746283
26,048678958910287
26,04788334532976
26,048648418568188
26,048491979204158
26,04873327778817
26,049017108231528
26,048695388525744
26,048701674721578
26,048679472298804
26,04787952390022
26,048648819799286
26,048492063571313
26,0487348503848
26,04904097219504
26,04869500919246
26,04870147437427
26,048679994486108
26,047875479475035
26,04864921941672
26,04849214936901
26,048736471268047
26,049064821760098
26,048694628663952
26,048701273610632
26,048680525121508
26,047871219248787
26,04864961737875
26,04849223645031
26,04873813700462
26,049088657063617
26,04869424701663
26,04870107245601
26,048681158764907
26,04786688707801
26,0486500136391
26,048492324676964
26,048739844114706
26,04911247822669
26,04869386432265
26,04870087093604
26,048682428620783
26,04786255490724
26,04865040814684
26,04849075325757
26,048492413920354
26,048741589126653
26,04913628535502
26,04869348065011
26,048700669076098
26,04868371577249
26,047858222736483
26,048650800846314
26,04849076752549
26,048492504062054
26,04874336862874
26,049160078539323
26,048693096063168
26,048700466900875
26,04868501945744
26,047853890565737
26,048651191677013
26,048490783103492
26,04849259499401
26,048745179315652
26,049183857855716
26,048692710622227
26,048700264434107
26,048686338915473
26,047849558395
26,04865158057345
26,04849080045551
26,04849268661847
26,048747018027765
26,049207623366065
26,048692324384096
26,04870006169836
26,048687673388756
26,04784522622428
26,048651967464995
26,048490819894887
26,048492778847667
26,048748881782217
26,049231375118325
26,048691937402136
26,04869985871494
26,048689022123202
26,047840894053564
26,048652352275763
26,04849084163973
26,0484928716033
26,048750767795365
26,04925511314682
26,04869154972644
26,048699655503814
26,0486903843711
26,047836561882864
26,048652734924396
26,048490865844574
26,048492964815974
26,04875267349681
26,049278837472556
26,04869116140398
26,048699452083603
26,048691964300254
26,04783222971217
